id,domain,function_name,task,role,params,algorithm,settings,supabase_tables,rls_policy,edge_function
3609,channel_quizzes,tg_channel_func_03609,"Implement channel_quizzes workflow #3609",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_4,edge_quizzes_03609
3610,channel_stories,tg_channel_func_03610,"Implement channel_stories workflow #3610",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_5,edge_stories_03610
3611,channel_topics,tg_channel_func_03611,"Implement channel_topics workflow #3611",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_6,edge_topics_03611
3612,channel_collections,tg_channel_func_03612,"Implement channel_collections workflow #3612",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_7,edge_collections_03612
3613,channel_playlists,tg_channel_func_03613,"Implement channel_playlists workflow #3613",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_1,edge_playlists_03613
3614,channel_catalog,tg_channel_func_03614,"Implement channel_catalog workflow #3614",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_2,edge_catalog_03614
3615,channel_integrations,tg_channel_func_03615,"Implement channel_integrations workflow #3615",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_3,edge_integrations_03615
3616,channel_crosspost,tg_channel_func_03616,"Implement channel_crosspost workflow #3616",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_4,edge_crosspost_03616
3617,channel_forwarding,tg_channel_func_03617,"Implement channel_forwarding workflow #3617",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_5,edge_forwarding_03617
3618,channel_signatures,tg_channel_func_03618,"Implement channel_signatures workflow #3618",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_6,edge_signatures_03618
3619,channel_content_protection,tg_channel_func_03619,"Implement channel_content_protection workflow #3619",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_7,edge_content_protection_03619
3620,channel_watermark,tg_channel_func_03620,"Implement channel_watermark workflow #3620",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_1,edge_watermark_03620
3621,channel_geo,tg_channel_func_03621,"Implement channel_geo workflow #3621",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_2,edge_geo_03621
3622,channel_localization,tg_channel_func_03622,"Implement channel_localization workflow #3622",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_3,edge_localization_03622
3623,channel_accessibility,tg_channel_func_03623,"Implement channel_accessibility workflow #3623",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_4,edge_accessibility_03623
3624,channel_theming,tg_channel_func_03624,"Implement channel_theming workflow #3624",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_5,edge_theming_03624
3625,channel_uiux,tg_channel_func_03625,"Implement channel_uiux workflow #3625",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_6,edge_uiux_03625
3626,channel_mobile,tg_channel_func_03626,"Implement channel_mobile workflow #3626",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_7,edge_mobile_03626
3627,channel_web,tg_channel_func_03627,"Implement channel_web workflow #3627",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_1,edge_web_03627
3628,channel_desktop,tg_channel_func_03628,"Implement channel_desktop workflow #3628",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_2,edge_desktop_03628
3629,channel_offline_sync,tg_channel_func_03629,"Implement channel_offline_sync workflow #3629",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_3,edge_offline_sync_03629
3630,channel_conflict_resolution,tg_channel_func_03630,"Implement channel_conflict_resolution workflow #3630",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_4,edge_conflict_resolution_03630
3631,channel_rate_limits,tg_channel_func_03631,"Implement channel_rate_limits workflow #3631",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_5,edge_rate_limits_03631
3632,channel_abuse_prevention,tg_channel_func_03632,"Implement channel_abuse_prevention workflow #3632",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_6,edge_abuse_prevention_03632
3633,channel_security,tg_channel_func_03633,"Implement channel_security workflow #3633",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_7,edge_security_03633
3634,channel_audit,tg_channel_func_03634,"Implement channel_audit workflow #3634",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_1,edge_audit_03634
3635,channel_compliance,tg_channel_func_03635,"Implement channel_compliance workflow #3635",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_2,edge_compliance_03635
3636,channel_retention,tg_channel_func_03636,"Implement channel_retention workflow #3636",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_3,edge_retention_03636
3637,channel_archiving,tg_channel_func_03637,"Implement channel_archiving workflow #3637",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_4,edge_archiving_03637
3638,channel_backup,tg_channel_func_03638,"Implement channel_backup workflow #3638",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_5,edge_backup_03638
3639,channel_restore,tg_channel_func_03639,"Implement channel_restore workflow #3639",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_6,edge_restore_03639
3640,channel_migrations,tg_channel_func_03640,"Implement channel_migrations workflow #3640",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_7,edge_migrations_03640
3641,channel_schema,tg_channel_func_03641,"Implement channel_schema workflow #3641",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_1,edge_schema_03641
3642,channel_rls,tg_channel_func_03642,"Implement channel_rls workflow #3642",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_2,edge_rls_03642
3643,channel_indexes,tg_channel_func_03643,"Implement channel_indexes workflow #3643",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_3,edge_indexes_03643
3644,channel_realtime,tg_channel_func_03644,"Implement channel_realtime workflow #3644",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_4,edge_realtime_03644
3645,channel_edge_functions,tg_channel_func_03645,"Implement channel_edge_functions workflow #3645",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_5,edge_edge_functions_03645
3646,channel_storage,tg_channel_func_03646,"Implement channel_storage workflow #3646",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_6,edge_storage_03646
3647,channel_cdn,tg_channel_func_03647,"Implement channel_cdn workflow #3647",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_7,edge_cdn_03647
3648,channel_cache,tg_channel_func_03648,"Implement channel_cache workflow #3648",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_1,edge_cache_03648
3649,channel_jobs,tg_channel_func_03649,"Implement channel_jobs workflow #3649",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_2,edge_jobs_03649
3650,channel_queue,tg_channel_func_03650,"Implement channel_queue workflow #3650",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_3,edge_queue_03650
3651,channel_observability,tg_channel_func_03651,"Implement channel_observability workflow #3651",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_4,edge_observability_03651
